Año,Clave cuenca,Clave Región,Región hidrológica,Descripcion,RHA,Clave RHA,Nombre de cuenca,ExtraccionSuperficial,Area,DisponibilidadMediaAnua,EscurrimientoNatural
2017,2536,30,San Fernando-Soto la Marina,Río Tecozautla: Desde su nacimiento hasta su confluencia con el Río San Juan.,Golfo Norte,IX,Río Burgos,1.40518,508.882,18.6575,45.9667
2017,2537,30,San Fernando-Soto la Marina,"desde  la EH Paso de Tablas y la Confluencia del Río Tecozautla, hasta su descarga al embalse de la presa Zimapán.",Golfo Norte,IX,Río San Fernando 1,536.543,4239.91,388.234,375.049
2017,2538,30,San Fernando-Soto la Marina,Río Grande de Tulancingo: Desde su nacimiento hasta la estación EH Alcholoya.,Golfo Norte,IX,Arroyo Chorreras o Las Norias,4.64337,1754.21,164.851,172.016
2017,2539,30,San Fernando-Soto la Marina,Río Metztitlán 1: Desde la EH Alcholoya hasta la EH Venados.,Golfo Norte,IX,Río San Fernando 2,9.9296,998.471,641.735,86.6993
2017,2540,30,San Fernando-Soto la Marina,Río Metzquititlán: Desde su nacimiento hasta la EH Álamo.,Golfo Norte,IX,Laguna Madre Norte,0.134274,4995.07,164.308,164.341
2017,2541,30,San Fernando-Soto la Marina,Río Metztitlán 2: Desde las EH Álamo y Venados hasta la EH Almolón.,Golfo Norte,IX,Barra Jesús María,2.70541,1236.62,93.352,93.4488
2017,2542,30,San Fernando-Soto la Marina,Río Amajaque: Desde su nacimiento hasta su confluencia con el río Amajac.,Golfo Norte,IX,Arroyos Chapote-Temascal,3.312,501.411,40.874,42.8612
2017,2543,30,San Fernando-Soto la Marina,Río Claro: Desde su nacimiento hasta su confluencia con el Río Amajac.,Golfo Norte,IX,Arroyos Olivares-Paxtle,0.956908,508.534,41.6216,42.3138
2017,2544,30,San Fernando-Soto la Marina,Río Amajac: Desde la EH Almolón y la confluencia del Río Claro hasta la EH Temamatla.,Golfo Norte,IX,Arroyos La Misión-Santa Rosa,1.18189,1046.76,69.5117,70.4561
2017,2545,30,San Fernando-Soto la Marina,Río Calabozo: Desde su nacimiento hasta la EH Terrerillos.,Golfo Norte,IX,Arroyos Calanche-Venados,1.18905,942.81,63.6207,64.5053
2017,2601,24,Pánuco,Río Los Hules: Desde su nacimiento hasta la EH Los Hules.,Golfo Norte,IX,Arroyo Zarco,29.052,619.379,-1.22113,48.4392
2017,2602,24,Pánuco,Río Tempoal 1: Desde las EH Terrerillos y Los Hules hasta la EH Platón Sánchez.,Golfo Norte,IX,Río Ñado,14.3947,499.856,-27.5935,22.2337
2017,2603,24,Pánuco,Río San Pedro: Desde su nacimiento hasta la EH El Cardón,Golfo Norte,IX,Río Galindo,20.6654,415.803,-8.39509,36.7619
2017,2604,24,Pánuco,Río Tempoal 2: Desde las EH Platón Sánchez y El Cardón hasta la EH El Tempoal.,Golfo Norte,IX,Río San Juan 1,93.8245,1887.03,-0.275517,93.7688
2017,2605,24,Pánuco,Río Verde 1: Desde su nacimiento hasta la EH Nogal Oscuro,Golfo Norte,IX,Río Tecozautla,32.5311,1257.75,0.228317,66.0899
2017,2606,24,Pánuco,Río Verde 2: Desde la EH Nogal Oscuro hasta la EH Vigas.,Golfo Norte,IX,Río  San Juan 2,11.0472,463.188,0.0531245,13.2322
2017,2607,24,Pánuco,Río Verde 3: Desde la EH Vigas hasta la EH Tanlacut.,Golfo Norte,IX,Río Grande de Tulancingo,60.6905,706.957,3.30374,47.5882
2017,2608,24,Pánuco,Arroyo El Puerquito o San Bartolo: Desde su nacimiento hasta la confluencia con el Arroyo Altamira.,Golfo Norte,IX,Río Metztitlán 1,45.3774,1180.67,52.5323,144.279
2017,2609,24,Pánuco,Arroyo Altamira: Desde la confluencia con del Arroyo El Puerquito o San Bartolo hasta la EH Ojo Caliente.,Golfo Norte,IX,Río Metzquititlán,0.899205,228.652,12.8145,32.3447
2017,2610,24,Pánuco,Río Santa María 1: Desde la EH Ojo Caliente hasta el sitio del proyecto El Realito.,Golfo Norte,IX,Río Metztitlán 2,56.5567,714.526,95.9785,56.1624
2017,2611,24,Pánuco,Río Santa María 2: Desde el sitio del proyecto El Realito hasta la confluencia con el Arroyo La Laja.,Golfo Norte,IX,Río Amajaque,18.8767,1470.65,45.1804,88.2635
2017,2612,24,Pánuco,Río Santa María 3: Desde la confluencia del el Arroyo La Laja hasta la EH Tansabaca.,Golfo Norte,IX,Río Claro,6.34163,763.895,260.985,449.577
2017,2613,24,Pánuco,Río Tamasopo 1: Desde su nacimiento hasta la EH Tamasopo.,Golfo Norte,IX,Río Amajac,2.94637,1756.53,623.074,880.566
2017,2614,24,Pánuco,Río Tamasopo 2: Desde la EH Tamasopo hasta la confluencia con el Río Gallinas.,Golfo Norte,IX,Río Calabozo,7.36178,1481.77,514.235,1177
2017,2615,24,Pánuco,Río Gallinas: Desde su nacimiento y la confluencia del Río Tamasopo hasta la EH Gallinas.,Golfo Norte,IX,Río Los Hules,6.00011,1269.96,437.649,996.961
2017,2616,24,Pánuco,Río El Salto: Desde su nacimiento hasta la EH Micos.,Golfo Norte,IX,Río Tempoal 1,390.257,912.608,1073.06,256.307
2017,2617,24,Pánuco,Río Valles: Desde su nacimiento y la EH Micos hasta la EH Santa Rosa.,Golfo Norte,IX,Río San Pedro,15.1582,646.303,196.295,382.731
2017,2618,24,Pánuco,"Río Tampaón 1: Desde las EH Tansabaca, Gallinas y Santa Rosas hasta la EH El Pujal.",Golfo Norte,IX,Río Tempoal 2,179.728,964.055,1440.07,290.161
2017,2619,24,Pánuco,Río Choy: Desde su nacimiento hasta la confluencia con el Río Tampaón.,Golfo Norte,IX,Río Verde 1,7.06604,2003.01,7.07905,31.716
2017,2620,24,Pánuco,Río Coy 1: Desde su nacimiento hasta la EH Ballesmi.,Golfo Norte,IX,Río Verde 2,79.2952,4130.58,54.5082,139.926
2017,2621,24,Pánuco,Río Coy 2: Desde la EH Ballesmi hasta su confluencia con el Río Tampaón.,Golfo Norte,IX,Río Verde 3,10.5819,3020.05,94.9018,83.4169
2017,2622,24,Pánuco,Río Tampaón 2: Desde la EH El Pujal y las confluencias de los ríos Choy y Coy hasta la EH Tamuín.,Golfo Norte,IX,Arroyo El Puerquito o San Bartolo,36.3244,1270.1,-0.466938,35.8728
2017,2623,24,Pánuco,Río Victoria: Desde su nacimiento hasta la confluencia con el Río Tolimán.,Golfo Norte,IX,Arroyo Altamira,47.508,1714.53,-0.436853,51.0744
2017,2624,24,Pánuco,Río Tolimán: Desde su nacimiento hasta la confluencia con el Río Victoria,Golfo Norte,IX,Río Santa María 1,17.927,2533.09,-9.04057,87.969
2017,2625,24,Pánuco,Río Extoraz: Desde la confluencia de los Ríos Victoria y Tolimán hasta la confluencia con el Río Moctezuma.,Golfo Norte,IX,Río Santa María 2,14.5451,2698.53,28.1001,113.425
2017,2626,24,Pánuco,Embalse Zimapán: Desde las descargas de los ríos Tula y San Juan al embalse de la presa Zimapán hasta la casa de máquinas de la misma presa Zimapán.,Golfo Norte,IX,Río Santa María 3,34.75,3900.77,246.858,650.074
2017,2627,24,Pánuco,Río Moctezuma 1: Desde la casa de máquinas de la presa Zimapán y la confluencia del Río Éxtoraz hasta la EH Puente Mazacintla.,Golfo Norte,IX,Río Tamasopo 1,3.24463,297.376,143.107,308.902
2017,2628,24,Pánuco,Río Moctezuma 2: Desde la EH Puente Mazacintla hasta la EH Tierra Blanca.,Golfo Norte,IX,Río Tamasopo 2,22.0441,237.864,324.59,361.641
2017,2629,24,Pánuco,Río Tancuilín: Desde la su nacimiento hasta la EH Tancuilín.,Golfo Norte,IX,Río Gallinas,12.4066,707.2,183.086,392.546
2017,2630,24,Pánuco,Río Huichihuayán: Desde su nacimiento  y la EH Tancuilín hasta la EH Requetemu.,Golfo Norte,IX,Río El Salto,437.423,2371.9,422.279,847.715
2017,2631,24,Pánuco,"Río Moctezuma 3: Desde las  EH Tierra Blanca, Requetemu y Temamatla hasta la EH San Vicente.",Golfo Norte,IX,Río Valles,118.331,1760.5,89.6095,285.309
2017,2632,24,Pánuco,Río Moctezuma 4: Desde las  EH  San Vicente y Tempoal hasta la EH El Olivo.,Golfo Norte,IX,Río Tampaón 1,110.236,1266.6,2230.9,1674.29
2017,2633,24,Pánuco,Río Jaumave-Chihue: Desde su nacimiento hasta su confluencia con el Río Guayalejo.,Golfo Norte,IX,Río Choy,40.9114,118.496,112.475,235.657
2017,2634,24,Pánuco,Río Guayalejo 1: Desde la Confluencia de los Ríos Jaumave-Chihue hasta la EH La Encantada.,Golfo Norte,IX,Río Coy 1,8.51899,192.731,455.023,921.566
2017,2635,24,Pánuco,Río Guayalejo 2: Desde la EH La Encantada hasta la EH San Gabriel.,Golfo Norte,IX,Río Coy 2,42.7814,478.715,528.161,131.807
2017,2636,24,Pánuco,Río Sabinas: Desde su nacimiento hasta la EH Sabinas.,Golfo Norte,IX,Río Tampaón 2,470.309,347.102,2817.22,80.1254
2017,2637,24,Pánuco,Río Comandante 1: Desde su nacimiento hasta la EH La Servilleta.,Golfo Norte,IX,Río Victoria,2.10878,1343.62,5.21453,40.6718
2017,2638,24,Pánuco,Río Comandante 2: Desde la EH La Servilleta hasta la EH Río Frío.,Golfo Norte,IX,Río Tolimán,10.6937,1033.62,2.33927,27.462
2017,2639,24,Pánuco,Río Mante: Desde su nacimiento hasta la EH Mante.,Golfo Norte,IX,Río Extoraz,7.50727,1514.55,13.6622,73.0472
2017,2640,24,Pánuco,"Río Guayalejo 3: Desde las EH San Gabriel, Sabinas, Río Frío y Mante hasta la EH Magiscatzin.",Golfo Norte,IX,Embalse Zimapán,989.178,737.96,-290.043,73.5034
2017,2641,24,Pánuco,Arroyo el Cojo: Desde su nacimiento hasta la confluencia con el Río Guayalejo.,Golfo Norte,IX,Río Moctezuma 1,132.45,836.552,457.738,51.2067
2017,2642,24,Pánuco,Río Tantoán: Desde su nacimiento hasta la confluencia con el Río Guayalejo.,Golfo Norte,IX,Río Moctezuma 2,2.06783,989,937.763,806.788
2017,2643,24,Pánuco,Río Guayalejo 4: Desde la EH Magiscatzin hasta la EH Tamesí.,Golfo Norte,IX,Río Tancuilín,3.88142,331.279,216.005,389.351
2017,2644,24,Pánuco,"Río Tamesí: Desde la EH Tamesí, las confluencias del Arroyo El Cojo y el Río Tantoán, hasta la  confluencia con el Río Pánuco.",Golfo Norte,IX,Río Huichihuayán,6.60396,991.252,456.053,807.645
2017,2645,24,Pánuco,Río Moctezuma 5: Desde las EH Tamuín y El Olivo hasta la EH Las Adjuntas.,Golfo Norte,IX,Río Moctezuma 3,48.0372,1530.95,2655.07,505.045
2017,2646,24,Pánuco,Río Chicayán 1: Desde su nacimiento hasta la EH Paso de Piedras.,Golfo Norte,IX,Río Moctezuma 4,181.515,897.07,4225.98,167.246
2017,2647,24,Pánuco,Río Chicayán 2: Desde la EH Paso de Piedras hasta la confluencia con el Río Pánuco.,Golfo Norte,IX,Río Jaumave-Chihue,36.6518,3318.81,18.2214,129.411
2017,2648,24,Pánuco,Río Pánuco 1: Desde la EH Las Adjuntas hasta la EH Pánuco.,Golfo Norte,IX,Río Guayalejo 1,0.179199,351.141,69.15,267.156
2017,2649,24,Pánuco,Arroyo Tamacuil o La Llave: Desde su nacimiento hasta su confluencia a la Laguna de Pueblo Viejo.,Golfo Norte,IX,Río Guayalejo 2,148.536,1125.58,101.728,124.223
2017,2650,24,Pánuco,"Río Pánuco 2: Desde la EH  Pánuco, las confluencias de los ríos Chicayán, Tamacuil y Tamesí, hasta su descarga al Golfo de México.",Golfo Norte,IX,Río Sabinas,18.5788,606.117,130.875,507.67
2017,2651,24,Pánuco,"Xochimilco: Desde el nacimiento del Río San Buenaventura, hasta su confluencia con el Canal Nacional.",Golfo Norte,IX,Río Comandante 1,30.6029,2477.08,58.9086,241.607
2017,2652,24,Pánuco,"Río de la Compañía: desde el nacimiento de los ríos San Francisco, San Rafael y Amecameca, hasta la zona del Ex-lago de Texcoco.",Golfo Norte,IX,Río Comandante 2,16.6167,244.94,228.981,698.91
2017,2653,24,Pánuco,"Tochac-Tecocomulco:Desde el nacimiento de arroyos que bajan de los cerros Tultenango y Paila, hasta su confluencia con el Río de las Avenidas de Pachuca.",Golfo Norte,IX,Río Mante,0.905672,68.5717,33.0016,132.021
2017,2654,24,Pánuco,"Río de las Avenidas de Pachuca: Desde el nacimiento del Río de las Avenidas de Pachuca, hasta su desembocadura en la Laguna de Zumpango.",Golfo Norte,IX,Río Guayalejo 3,473.754,2318.03,572.439,247.31
2017,2655,24,Pánuco,"Texcoco: Desde el nacimiento de los ríos Coatepec, Santa Mónica, San Bernardino, Chapingo, Texcoco y San Juan Teotihuacán, entre otros, hasta la zona del Ex-lago de Texcoco.",Golfo Norte,IX,Arroyo el Cojo,8.34107,401.326,11.4433,38.7491
2017,2656,24,Pánuco,"Ciudad de México: Desde el nacimiento de los ríos Magdalena y Hondo o Los Remedios, hasta las cuencas hidrológicas Presa Endhó y Río Salado.",Golfo Norte,IX,Río Tantoán,3.64881,610.433,47.4772,87.7126
2017,2657,24,Pánuco,"Río Cuautitlán: Desde el nacimiento de varios arroyos que conforman el Río Cuautitlán y su afluente el Río Tepotzotlán, hasta su confluencia con el Río Tula.",Golfo Norte,IX,Río Guayalejo 4,512.779,3061.1,754.041,384.924
2017,2658,24,Pánuco,"Requena: Desde el nacimiento del Río Tepeji, hasta la Presa Requena.",Golfo Norte,IX,Río Tamesí,268.809,1953.54,1164.41,509.5
2017,2659,24,Pánuco,"Endhó: Desde el nacimiento de varios arroyos en el Cerro La Lechuguilla, hasta la Presa Endhó.",Golfo Norte,IX,Río Moctezuma 5,1018.92,1282.15,7245.88,150.304
2017,2660,24,Pánuco,"Salado: Desde donde se localizan los túneles de Tequixquiac, hasta la confluencia del Río Salado con el Río Tula.",Golfo Norte,IX,Río Chicayán 1,3.47658,1889.78,118.483,300.173
2017,2661,24,Pánuco,"Río Actopan: Desde el nacimiento de arroyos en el Cerro Peña Las Ventanas en el Parque Nacional El Chicolas, hasta la confluencia del Río Actopan con el Río Tula.",Golfo Norte,IX,Río Chicayán 2,66.9513,1549.46,278.32,253.732
2017,2662,24,Pánuco,"Alfajayucan: Desde donde se localiza la Presa Endhó y el nacimiento del Río Alfajayucan, hasta su confluencia con el Río Tula.",Golfo Norte,IX,Río Pánuco 1,461.855,1457.47,7612.75,202.332
2017,2663,24,Pánuco,"Tula: Desde donde se localiza la Presa Endhó y las confluencias de los ríos Salado, Actopan y Alfajayucan con el Río Tula, hasta la Presa Zimapán.",Golfo Norte,IX,Arroyo Tamacuil o La Llave,3.16134,1084.9,129.196,186.011
2017,2664,24,Pánuco,"Río Cucharas: Desde su nacimiento y de sus afluentes, hasta su desembocadura en la Laguna de Tamiahua.",Golfo Norte,IX,Río Pánuco 2,84.863,955.863,9348.66,198.015
2017,2665,24,Pánuco,"Río Tancochín: Desde su nacimiento y de sus afluentes, hasta su desembocadura en la Laguna de Tamiahua.",Aguas del Valle de México,XIII,Xochimilco,17.2569,506.813,0.148109,44.1212
2017,2666,24,Pánuco,"Arroyo La Piedra o La Laja: Desde su nacimiento y de sus afluentes, hasta su desembocadura en la Laguna de Tamiahua.",Aguas del Valle de México,XIII,Río La Compañía,9.11467,1154.19,0.180975,78.111
2017,2667,24,Pánuco,"Arroyo Carbajal: Desde su nacimiento, hasta su desembocadura en la Laguna de Tamiahua.",Aguas del Valle de México,XIII,Tochac-Tecocomulco,7.91801,1309.67,0.0375572,76.0713
2017,2668,24,Pánuco,Estero Galindo: Desde el nacimiento de varias corrientes que desembocan en la Laguna de Tamiahua.,Aguas del Valle de México,XIII,Río de Las Avenidas de Pachuca,16.2883,2628.5,0.233495,123.562
2017,2669,24,Pánuco,"Río Tuxpan: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Texcoco,13.5775,1386.53,0.107974,83.1716
2017,2670,24,Pánuco,"Río Cazones: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Ciudad de México,641.559,1804.21,2.41631,190.136
2017,2671,24,Pánuco,"Río Tecolutla: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Río Cuautitlán,93.553,821.724,0.141026,82.8641
2017,2672,24,Pánuco,"Río Nautla: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Presa Requena,33.4924,754.899,0.0470185,160.192
2017,2673,24,Pánuco,"Río Misantla: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Presa Endhó,141.245,1342.89,1.28205,99.5479
2017,2674,24,Pánuco,"Río Colipa: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Río Salado,488.665,656.472,2.92359,41.9541
2017,2675,24,Pánuco,"Llanuras de Tuxpan: Desde el nacimiento de los ríos Tenixtepec y Solteros, hasta su desembocadura en el Golfo de México",Aguas del Valle de México,XIII,Río Actopan,383.873,1289.65,0.765607,40.9473
2017,2676,24,Pánuco,"Río Salado: Desde su nacimiento, hasta su confluencia con el Río Grande",Aguas del Valle de México,XIII,Río Alfajayucan,133.246,834.977,0.612393,34.9677
2017,2677,24,Pánuco,"Río Grande: Desde su nacimiento hasta, su confluencia con el Río Salado",Aguas del Valle de México,XIII,Río Tula,659.38,1454.33,11.0318,50.6886
2017,2701,23,Norte de Veracruz (Tuxpan-Nautla),"Río Trinidad: Desde su nacimiento, hasta las EH Bellaco y Achotal",Golfo Norte,IX,Río  Cucharas,2.10196,721.375,207.095,209.197
2017,2702,23,Norte de Veracruz (Tuxpan-Nautla),"Río Valle Nacional: Desde su nacimiento, hasta su confluencia con el Río Papaloapan",Golfo Norte,IX,Río  Tancochín,4.85872,632.824,150.135,154.993
2017,2703,23,Norte de Veracruz (Tuxpan-Nautla),"Río Playa Vicente: Desde su nacimiento, hasta la EH Azueta",Golfo Norte,IX,Arroyo La Piedra o La Laja,0.24347,318.149,58.1983,58.4418
2017,2704,23,Norte de Veracruz (Tuxpan-Nautla),"Río Santo Domingo: Desde la unión de los ríos Salado y Grande, hasta su confluencia con el Río Papaloapan",Golfo Norte,IX,Arroyo Carbajal,0.757943,188.519,41.6605,42.4185
2017,2705,23,Norte de Veracruz (Tuxpan-Nautla),"Río Tonto: Desde su nacimiento, hasta su confluencia con el Río Papaloapan",Golfo Norte,IX,Estero Galindo,0.74103,1012.14,259.113,259.854
2017,2706,23,Norte de Veracruz (Tuxpan-Nautla),Río Blanco: Desde su nacimiento hasta su desembocadura a la Laguna de Alvarado,Golfo Centro,X,Río Tuxpan,450.228,5843.25,2029,2045.87
2017,2707,23,Norte de Veracruz (Tuxpan-Nautla),"Río San Juan: Desde donde se localizan las estaciones hidrométricas Bellaco y Achotal, hasta su confluencia con el Río Papaloapan.",Golfo Centro,X,Río Cazones,70.4445,2824.85,1722.79,1747.5
2017,2708,23,Norte de Veracruz (Tuxpan-Nautla),Río Tesechoacán: Desde donde se  localiza la estación hidrométrica Azueta hasta su confluencia con el Río Papaloapan.,Golfo Centro,X,Río Tecolutla,4805.49,7709.13,6058.73,6126.76
2017,2709,23,Norte de Veracruz (Tuxpan-Nautla),"Río Papaloapan: Desde la confluencia de los ríos Santo Domingo, Valle Nacional y Tonto con el Río Papaloapan, hasta donde se le une a este último el Río Tesechoacán",Golfo Centro,X,Río Nautla,1259.11,2934.11,2232.11,2269.44
2017,2710,23,Norte de Veracruz (Tuxpan-Nautla),"Llanuras de Papaloapan: Desde la confluencia de los ríos Tesechoacán y  San Juan  con el Río Papaloapan hasta su desembocadura al Golfo de México, y corrientes que  descargan directamente a la Laguna de Alvarado y Golfo de México",Golfo Centro,X,Río Misantla,4.46706,572.026,654.695,655.859
2017,2711,23,Norte de Veracruz (Tuxpan-Nautla),"Río Actopan: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Golfo Centro,X,Río Colipa,3.51312,463.705,311.781,312.878
2017,2712,23,Norte de Veracruz (Tuxpan-Nautla),"Río La Antigua: Desde su nacimiento, hasta su desembocadura en el Golfo de México",Golfo Centro,X,Llanuras de Tuxpan,1.64982,1615.98,493.637,494.737
2017,2801,25,Papaloapan,"Río Jamapa: Desde su nacimiento, hasta la EH El Tejar",Golfo Centro,X,Río Salado,117.807,6598.24,157.095,377.382
2017,2802,25,Papaloapan,"Río Cotaxtla: Desde su nacimiento, hasta la EH Paso del Toro",Golfo Centro,X,Río Grande,45.6209,4918.53,301.653,854.593
2017,2803,25,Papaloapan,"Jamapa-Cotaxtla: Desde donde se localizan las EH El Tejar y Paso del Toro, hasta su desembocadura en el Golfo de México",Golfo Centro,X,Río Trinidad,6.80437,5344.86,5765.7,6332.03
2017,2804,25,Papaloapan,"Llanuras de Actopan: Desde el nacimiento de pequeñas corrientes, hasta su desembocabura en el Golfo de México",Golfo Centro,X,Río Valle Nacional,11.0461,1414.86,3728.2,3806.66
2017,2805,25,Papaloapan,"Zanapa: Desde el nacimiento del Río Zanapa, hasta su confluencia con el Río Coacajapa.",Golfo Centro,X,Río Playa Vicente,6.17105,4673.6,6036.98,6121.8
2017,2806,25,Papaloapan,"Tancochapa Alto: Desde el nacimiento del Río Tancochapa, hasta la confluencia del Río Poza Crispín.",Golfo Centro,X,Río Santo Domingo,1030.76,2531.41,2576.36,4725.79
2017,2807,25,Papaloapan,"Poza Crispin: Desde el nacimiento del Río Poza Crispín, hasta su confluencia con el Río Tancochapa.",Golfo Centro,X,Río Tonto,15134.4,4813.46,11740,9110.51
2017,2808,25,Papaloapan,"Coacajapa:Desde la confluencia de los ríos Zanapa y Coacajapa, hasta la confluencia del Río Coacajapa con la Laguna El Rosario.",Golfo Centro,X,Río Blanco,4360.64,2922.48,2055.05,2651.99
2017,2809,25,Papaloapan,"Tancochapa Bajo:Desde la confluencia de los ríos Tancochapa y Poza Crispín, hasta la confluencia del Río Tancochapa con el Río Coacajapa.",Golfo Centro,X,Río San Juan,647.173,4542.41,8403.32,2284.11
2017,2810,25,Papaloapan,"Tonalá:Desde la confluencia del Río Tancochapa con el Río Coacajapa, hasta su desembocadura en el Golfo de México.",Golfo Centro,X,Río Tesechoacán,6.55288,1147.03,6531.03,494.359
2017,2811,25,Papaloapan,"Santa Anita: Desde el nacimiento del Río Santa Anita, hasta su desembocadura en el Golfo de México.",Golfo Centro,X,Río Papaloapan,113.907,2261.37,19351.1,1309.06
2017,2812,25,Papaloapan,"Laguna del Carmen:Desde el nacimiento del Río Nuevo, hasta su desembocadura en la Laguna del Carmen.",Golfo Centro,X,Llanuras de Papaloapan,304.802,6432.26,40518.1,3950.03
2017,2813,25,Papaloapan,"Laguna Machona:Desde el nacimiento de los arroyos Tular y La Soledad, hasta su desembocadura en la Laguna Machona.",Golfo Centro,X,Río Actopan,307.044,1997.02,631.086,833.393
2017,2814,25,Papaloapan,"Alto Río Coatzacoalcos: Desde su nacimiento, hasta la estación hidrométrica Las perlas.",Golfo Centro,X,Río La Antigua,499.162,3480.09,1797.12,2149.88
2017,2815,25,Papaloapan,Bajo Río Coatzacoalcos: Desde la localización de la estación hidrométrica Las Perlas hasta su confluencia con el Río Uxpanapa.,Golfo Centro,X,Río Jamapa,547.89,1987.13,513.819,586.177
2017,2816,25,Papaloapan,"Alto Río Uxpanapa: Desde su nacimiento, hasta la estación hidrométrica Tierra Morada.",Golfo Centro,X,Río Cotaxtla,288.177,1643.76,1221.6,1422.55
2017,2817,25,Papaloapan,"Bajo Río Uxpanapa: Desde la localización de la estación hidrométrica Tierra Morada, hasta su confluencia con el Río Coatzacoalcos.",Golfo Centro,X,Jamapa-Cotaxtla,45.4118,309.147,1849.16,127.359
2017,2818,25,Papaloapan,"Río Huazuntlán:Desde su nacimiento, hasta su confluencia con el Río Coatzacoalcos y desde la confluencia de los ríos Uxpanapa y Coatzacoalcos.",Golfo Centro,X,Llanuras de Actopan,4.46351,1251.98,254.148,256.219
2017,2901,10,Coatzacoalcos,"Llanuras de Coatzacoalcos: Desde la confluencia del Río Huazuntlán con el Río Coatzacoalcos, hasta su desembocadura en el Golfo de México.",Frontera Sur,XI,Zanapa,2.38671,425.231,264.202,267.418
2017,2902,10,Coatzacoalcos,"Lagartero: Desde su nacimiento en República de Guatemala, hasta la EH Aquespala.",Frontera Sur,XI,Tancochapa Alto,0.825,1180.57,937.913,938.732
2017,2903,10,Coatzacoalcos,"Yayahuita: Desde el nacimiento del Río Yayahuita, hasta su confluencia con el Río San Miguel.",Frontera Sur,XI,Poza Crispín,0.254873,1047.27,892.227,892.814
2017,2904,10,Coatzacoalcos,"Zacualpa: Desde el nacimiento del Río Zacualpa, hasta su confluencia con el Río Yayahuita.",Frontera Sur,XI,Coacajapa,4.11813,926.477,808.436,545.408
2017,2905,10,Coatzacoalcos,"Papizaca: Desde el nacimiento del Río Maíz Blanco y otros pequeños escurrimientos , hasta su confluencia con el Río Zacualpa.",Frontera Sur,XI,Tancochapa Bajo,0.069722,468.466,2145.72,315.71
2017,2906,10,Coatzacoalcos,"Presa La Concordia: Desde el nacimiento del Río Custepeques, hasta la presa Juan Sabines Gutiérrez.",Frontera Sur,XI,Tonalá,2.2671,1659.5,4099.82,1145.36
2017,2907,10,Coatzacoalcos,"Selegua: Desde el nacimiento del Río Santo Domingo, hasta la EH El Salvador.",Frontera Sur,XI,Santa Anita,7.24743,667.631,451.733,456.371
2017,2908,10,Coatzacoalcos,"San Miguel: Desde el nacimiento del Río Topizolo y su confluencia con el Río San Miguel, hasta su desembocadura en la Presa La Angostura.",Frontera Sur,XI,Laguna del Carmen,19.8998,987.537,885.888,888.506
2017,2909,10,Coatzacoalcos,"La Concordia: Desde el Río Custepeques donde se localiza la presa Juan Sabines Gutiérrez, hasta su desembocadura  en la Presa La Angostura.",Frontera Sur,XI,Laguna Machona,2.90241,802.604,539.439,540.036
2017,2910,10,Coatzacoalcos,"Aguacatenco: Desde el nacimiento del Río Aguacatenco, hasta su desembocadura en la Presa La Angostura.",Golfo Centro,X,Alto Río Coatzacoalcos,7.79301,10652.5,14478.1,14599.1
2017,2911,10,Coatzacoalcos,"Aguzarca: Desde el nacimiento del Río Paso Padres, hasta su desembocadura en la Presa La Angostura.",Golfo Centro,X,Bajo Río Coatzacoalcos,15.4534,3719.21,16136.8,1663.46
2017,2912,10,Coatzacoalcos,"San Pedro: Desde el nacimiento del Río San Pedro, hasta su desembocadura en la Presa La Angostura.",Golfo Centro,X,Alto Río Uxpanapa,0.927796,3315.56,8889.96,9051.21
2017,2913,10,Coatzacoalcos,"Grande o Salinas: Desde el nacimiento del Río Grande o Salinas, hasta su desembocadura en la Presa La Angostura.",Golfo Centro,X,Bajo Río Uxpanapa,46.7676,1938.31,10871.3,1991.38
2017,2914,10,Coatzacoalcos,"Presa La Angostura: Desde la desembocadura de los ríos San Pedro, Grande o Salinas, Aguzarca, Aguacatenco, San Miguel, Selegua y Custepeques, hasta la cortina de la Presa La Angostura.",Golfo Centro,X,Río Huazuntlán,165.287,1635.34,28271.3,1174.51
2017,2915,10,Coatzacoalcos,"Hondo: Desde el nacimiento del Río Hondo, hasta su desembocadura en la Presa Chicoasén.",Golfo Centro,X,Llanuras de Coatzacoalcos,7.09862,305.032,28616.1,237.683
2017,3001,19,Grijalva-Usumacinta,"Tuxtla Gutiérrez: Desde el nacimiento del Río Sabinal, hasta su confluencia con el Río Grijalva.",Frontera Sur,XI,Lagartero,4.276,534.956,2.522,157.182
2017,3002,19,Grijalva-Usumacinta,"Suchiapa: Desde el nacimiento del Río Suchiapa, hasta su confluencia con el Río Santo Domingo.",Frontera Sur,XI,Yayahuita,3.946,966.96,7.81,458.742
