"","Año","Clave cuenca","Clave Región","Región hidrológica","Descripcion","RHA","Clave RHA","Nombre de cuenca","ExtraccionSuperficial","Area","DisponibilidadMediaAnua","EscurrimientoNatural"
"6205",2017,613,4,"B.C. Sureste","Rosarito: Desde el nacimiento del Arroyo Rosarito hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Rosarito","0.003","521.336","4.75175","5.28306"
"6206",2017,614,4,"B.C. Sureste","Bahía Concepción: Desde el nacimiento del Arroyo Cadegé hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Bahía Concepción","0.074474","1116.35","9.41951","10.5489"
"6207",2017,701,28,"Río Colorado","Río Colorado: Desde los límites internacionales entre los Estados Unidos Mexicanos y los Estados Unidos de América hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Río Colorado","1729.09","6243.84","132.413","12.5163"
"6208",2017,702,28,"Río Colorado","Desde su entrada a territorio mexicano hasta su ingreso a los Estados Unidos de América","Península de Baja California","I","Río Santa Cruz","0.555013","911.138","15.8381","18.2146"
"6209",2017,703,28,"Río Colorado","Desde su nacimiento hasta su ingreso a los Estados Unidos de América","Península de Baja California","I","Río San Pedro","0.065151","1787.81","34.7284","38.6595"
"6210",2017,704,28,"Río Colorado","Desde su nacimiento hasta su ingreso a los Estados Unidos de América","Península de Baja California","I","Arroyo Los Nogales","0","114.445","2.1279","2.36434"
"6211",2017,801,32,"Sonora Norte","Río Sonoyta 1: Desde su nacimiento, hasta la EH Sonoyta II","Noroeste","II","Río Sonoyta 1","0.023196","3155.05","0","12.8431"
"6212",2017,802,32,"Sonora Norte","Río Sonoyta 2: Desde donde se localiza la EH Sonoyta II,  hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Sonoyta 2","0.545595","4497.69","0","10.9411"
"6213",2017,803,32,"Sonora Norte","Arroyo Cocóspera: Desde su nacimiento, hasta la EH Imuris","Noroeste","II","Arroyo Cocóspera","3.21159","2847.69","0","43.2809"
"6214",2017,804,32,"Sonora Norte","Río Magdalena: Desde donde se localiza la EH Imuris, hasta la EH Pitiquito","Noroeste","II","Río Magdalena","36.9758","13530.9","0","47.7053"
"6215",2017,805,32,"Sonora Norte","Río Concepción: Desde donde se localiza la EH Pitiquito, hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Concepción","24.8759","14652.8","0","28.3003"
"6216",2017,806,32,"Sonora Norte","Río Sonora 1: Desde su nacimiento, hasta la EH El Orégano II","Noroeste","II","Valle de San Luis","0","5239.1","0","7.12264"
"6217",2017,807,32,"Sonora Norte","Río San Miguel: Desde su nacimeinto, hasta la EH EL Cajón","Noroeste","II","Los Vidrios 1","0","3842.16","0","4.56902"
"6218",2017,808,32,"Sonora Norte","Río Sonora 2: Desde donde se localizan las EH El Orégano II y El Cajón, Hasta la presa Abelardo Rodríguez Luján","Noroeste","II","Los Vidrios 2","0","255.362","0","2.16608"
"6219",2017,809,32,"Sonora Norte","Río Sonora 3: Desde donde se localiza la presa Abelardo Rodríguez Luján, hasta su desembocadura en el Mar de Cortés","Noroeste","II","Arivaipa - Puerto Libertad","0.00438","7986.53","0","23.3772"
"6220",2017,901,33,"Sonora Sur","Río Mátape 1: Desde su nacimiento, hasta la Presa Ignacio R Alatorre (Punta de Agua)","Noroeste","II","Río Sonora 1","35.8715","11483.2","0","124.32"
"6221",2017,902,33,"Sonora Sur","Río Mátape 2: Desde donde se localiza la Presa Ignacio R Alatorre (Punta de Agua), hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río San Miguel","5.70434","3815.35","0","33.2421"
"6222",2017,903,33,"Sonora Sur","Río Bavispe: Desde su nacimiento, hasta la presa Lázaro Cárdenas (La Angostura)","Noroeste","II","Río Sonora 2","74.9752","5942.18","0","78.9326"
"6223",2017,904,33,"Sonora Sur","Río Yaqui 1: Desde donde se localiza la presa Lázaro Cárdenas (La Angostura), hasta la presa Plutarco E Calles (El Novillo)","Noroeste","II","Río Sonora 3","163.01","17661.6","0","123.217"
"6224",2017,905,33,"Sonora Sur","Río Yaqui 2: Desde donde se localiza la presa Plutarco E Calles (El Novillo), hasta la presa Alvaro Obregón (El Oviachic)","Noroeste","II","Río Mátape 1","2.4608","3136.87","17.229","36.3015"
"6225",2017,906,33,"Sonora Sur","Río Yaqui 3: Desde donde se localiza la presa Alvaro Obregón (El Oviachic), hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Mátape 2","19.5063","5917.27","47.224","50.3248"
"6226",2017,907,33,"Sonora Sur","Arroyo Cocoraque 1: Desde su nacimiento, hasta la EH Cocoraque","Noroeste","II","Río Bavispe","457.26","14566.9","0.399","535.757"
"6227",2017,908,33,"Sonora Sur","Arroyo Cocoraque 2: Desde donde se localiza la EH Cocoraque, hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Yaqui 1","2700.15","39928.8","4.716","2186.04"
"6228",2017,909,33,"Sonora Sur","Río Mayo 1: Desde su nacimiento, hasta la EH San Bernardo","Noroeste","II","Río Yaqui 2","1103.06","11744.8","7.706","371.842"
"6229",2017,910,33,"Sonora Sur","Arroyo Quiriego: Desde su nacimiento, hasta la EH Tezocoma","Noroeste","II","Río Yaqui 3","3179.89","6278.69","9.885","54.6125"
"6230",2017,911,33,"Sonora Sur","Río Mayo 2: Desde donde se localizan las EH San Bernardo y Tezocoma, hasta la presa Adolfo Ruíz  Cortínez (El Mucuzari)","Noroeste","II","Arroyo Cocoraque 1","5.26028","1183.87","10.992","16.4794"
"6231",2017,912,33,"Sonora Sur","Río Mayo 3: Desde donde se localiza la presa Adolfo Ruíz Cortínez (El Mucuzari), hasta su desembocadura en el Mar de Cortés","Noroeste","II","Arroyo Cocoraque 2","0.503219","1033.42","24.302","13.5857"
"6232",2017,913,33,"Sonora Sur","Río Fuerte 1: Desde su nacimiento, hasta la presa Luis Donaldo Colosio (Huites)","Noroeste","II","Río Mayo 1","3.25579","7658.26","70.744","964.855"
"6233",2017,914,33,"Sonora Sur","Río Choix: Desde su nacimiento, hasta la EH Choix","Noroeste","II","Arroyo Quiriego","0.189275","1074.87","1.793","24.5556"
"6234",2017,915,33,"Sonora Sur","Arroyo Alamos: Desde su nacimiento, hasta la EH Cazanate","Noroeste","II","Río Mayo 2","1033.71","2238.02","159.734","151.605"
"6235",2017,916,33,"Sonora Sur","Río Fuerte 2: Desde donde se localizan la presa Luis Donaldo Colosio y las EH Choix y Cazanate, hasta su desembocadura en el Golfo de California","Noroeste","II","Río Mayo 3","875.548","4634.69","169.07","62.5867"
"6236",2018,1001,31,"Sinaloa","Río Fuerte 1: Desde su nacimiento, hasta la presa Luis Donaldo Colosio (Huites)","Pacífico Norte","III","Río Fuerte 1","3724.2","26033.1","82.132","4024.7"
"6237",2018,1002,31,"Sinaloa","Río Choix: Desde su nacimiento, hasta la EH Choix","Pacífico Norte","III","Río Choix","0.776685","1487.26","5.951","279.179"
"6238",2018,1003,31,"Sinaloa","Arroyo Alamos: Desde su nacimiento, hasta la EH Cazanate","Pacífico Norte","III","Arroyo Alamos","0.239484","1777.68","2.006","94.0807"
"6239",2018,1004,31,"Sinaloa","Río Fuerte 2: Desde donde se localizan la presa Luis Donaldo Colosio y las EH Choix y Cazanate, hasta su desembocadura en el Golfo de California","Pacífico Norte","III","Río Fuerte 2","7423.71","5430.81","283.311","596.646"
"6240",2018,1005,31,"Sinaloa","Río Humaya: Desde su nacimiento, hasta la presa Adolfo López Mateos","Pacífico Norte","III","Río Humaya","1889.34","10899.1","136.981","1907.08"
"6241",2018,1006,31,"Sinaloa","Río Tamazula: Desde su nacimiento, hasta la presa Sanalona","Pacífico Norte","III","Río Tamazula","530.138","3275.23","67.22","755.431"
"6242",2018,1007,31,"Sinaloa","Río Culiacán: Desde donde se localizan las presas Adolfo López Mateos y Sanalona, hasta su desembocadura en el Oceáno Pacífico","Pacífico Norte","III","Río Culiacán","2632.79","2596.83","278.776","466.127"
"6243",2018,1008,31,"Sinaloa","Río Sinaloa 1: Desde su nacimiento, hasta la presa Gustavo Díaz Ordaz","Pacífico Norte","III","Río Sinaloa 1","1058.61","7366.63","275.078","1328.69"
"6244",2018,1009,31,"Sinaloa","Arroyo Ocoroni: Desde su nacimiento, hasta la presa Guillermo Blake Aguilar","Pacífico Norte","III","Arroyo Ocoroni","0.106252","1419.64","30.498","153.08"
"6245",2018,101,6,"B.C. Noroeste","Tijuana: Desde el nacimiento del Río Tijuana hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Tijuana","209.471","3264.87","10.829","82.3128"
"6246",2018,1010,31,"Sinaloa","Arroyo Cabrera: Desde su nacimineto, hasta la EH Zopilote","Pacífico Norte","III","Arroyo Cabrera","1.34507","627.016","16.425","75.6169"
"6247",2018,1011,31,"Sinaloa","Río Sinaloa 2: Desde donde se localizan las presas Gustavo Díaz Ordaz y Guillermo Blake Aguilar y la EH Zopilote, hasta su desembocadura en el Golfo de California","Pacífico Norte","III","Río Sinaloa 2","1528.34","3738.81","433.963","506.271"
"6248",2018,1012,31,"Sinaloa","Río Habitas: Desde su nacimiento, hasta la EH Acatitán","Pacífico Norte","III","Río Habitas","0.639275","1815.82","81.971","368.572"
"6249",2018,1013,31,"Sinaloa","Río Elota: Desde donde se localiza la EH Acatitán, hasta su desembocadura en el Océano Pacífico","Pacífico Norte","III","Río Elota","306.432","508.008","102.893","83.2313"
"6250",2018,1014,31,"Sinaloa","Río Piaxtla 1: Desde su nacimiento, hasta la EH Piaxtla","Pacífico Norte","III","Río Piaxtla 1","2.53982","4853.9","987.861","996.777"
"6251",2018,1015,31,"Sinaloa","Río Piaxtla 2: Desde donde se localiza la EH Piaxtla, hasta su desembocadura en el Oceáno Pacífico","Pacífico Norte","III","Río Piaxtla 2","9.06849","2591.66","1405.01","419.839"
"6252",2018,1016,31,"Sinaloa","Río Mocorito 1: Desde su nacimiento, hasta la presa Eustaquio Buelna","Pacífico Norte","III","Río Mocorito 1","2.90788","1606.14","3.053","148.82"
"6253",2018,1017,31,"Sinaloa","Río Mocorito 2: Desde donde se localiza la presa Eustaquio Buelna, hasta su desembocadura en el Oceáno Pacífico","Pacífico Norte","III","Río Mocorito 2","494.645","851.528","12.891","72.388"
"6254",2018,1018,31,"Sinaloa","Río San Lorenzo 1: Desde su nacimiento, hasta la EH Santa Cruz","Pacífico Norte","III","Río San Lorenzo 1","729.258","8312.92","253.328","1367.46"
"6255",2018,1019,31,"Sinaloa","Río San Lorenzo 2: Desde donde se localiza la EH Santa Cruz, hasta su desembocadura en el Océano Pacífico","Pacífico Norte","III","Río San Lorenzo 2","912.233","1669.59","303.945","256.741"
"6256",2018,102,6,"B.C. Noroeste","Descanso-Los Médanos: Desde el nacimiento del Arroyo El Bajío hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Descanso-Los Médanos","1.39307","664.449","9.22538","11.7983"
"6257",2018,1020,31,"Sinaloa","Río Quelite 1: Desde su nacimiento, hasta la EH El Quelite","Pacífico Norte","III","Río Quelite 1","0.353132","814.748","102.478","103.174"
"6258",2018,1021,31,"Sinaloa","Río Quelite 2: Desde donde se localiza la EH El Quelite, hasta su desembocadura en el Oceáno Pacífico","Pacífico Norte","III","Río Quelite 2","0.513523","376.224","153.444","51.1373"
"6259",2018,1022,31,"Sinaloa","Río Pericos 1: Desde su nacimiento, hasta la EH Pericos","Pacífico Norte","III","Río Pericos 1","0.29983","497.644","48.2415","48.9116"
"6260",2018,1023,31,"Sinaloa","Río Pericos 2: Desde donde se localiza la EH Pericos, hasta su desembocadura en el Océano Pacífico","Pacífico Norte","III","Río Pericos 2","1.54762","1308.5","201.651","154.587"
"6261",2018,1024,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Agiabampo","11.638","3885.71","71.2585","82.8965"
"6262",2018,1025,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Topolobampo","11.1722","3191.41","58.5316","69.7038"
"6263",2018,1026,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Huyaqui","8.50474","1327.66","43.0466","51.5513"
"6264",2018,1027,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Reforma","2.09442","862.977","32.4711","34.5655"
"6265",2018,1028,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Altata","0.490105","310.09","17.0627","17.5528"
"6266",2018,1029,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Pabellones","17.0585","1739.44","75.065","92.1235"
"6267",2018,103,6,"B.C. Noroeste","Guadalupe: Desde el nacimiento del Arroyo Agua Caliente hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Guadalupe","36.3504","2434.77","7.52157","48.7466"
"6268",2018,1030,31,"Sinaloa",NA,"Pacífico Norte","III","Grupo de corrientes Tempehuaya","2.07943","1740.41","86.7979","88.8773"
"6269",2018,104,6,"B.C. Noroeste","Ensenada-El Gallo: Desde el nacimiento del Arroyo El Gallo hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Ensenada-El Gallo","3.07071","753.837","9.31158","14.3313"
"6270",2018,105,6,"B.C. Noroeste","San Carlos: Desde el nacimiento del Arroyo Maneadero hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","San Carlos","0.807906","895.965","13.7591","16.1856"
"6271",2018,106,6,"B.C. Noroeste","Maneadero-Las Ánimas: Desde el nacimiento del Arroyo La Hervidora hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Maneadero-Las Ánimas","0.863533","908.867","17.16","20.0261"
"6272",2018,107,6,"B.C. Noroeste","Santo Tomás: Desde el nacimiento del Arroyo Santo Tomás hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Santo Tomás","0.438966","792.17","13.7958","15.8164"
"6273",2018,108,6,"B.C. Noroeste","San Vicente: Desde el nacimiento del Arroyo San Isidro hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","San Vicente","1.54771","2182.07","27.7115","32.5103"
"6274",2018,109,6,"B.C. Noroeste","Los Cochis-El Salado: Desde el nacimiento del Arroyo Salado hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Los Cochis-El Salado","1.25255","1928.1","21.4406","25.2146"
"6275",2018,110,6,"B.C. Noroeste","San Rafael: Desde el nacimiento del Arroyo San Rafael hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","San Rafael","0.394963","1356.56","11.4914","13.207"
"6276",2018,1101,26,"Presidio-San Pedro","Río Cañas 1: Desde su nacimiento, hasta la estación hidrométrica La Ballona.","Pacífico Norte","III","Río Cañas 1","3.04676","434.914","120.429","124.451"
"6277",2018,1102,26,"Presidio-San Pedro","Río Cañas 2: Desde donde se localiza la estación hidrométrica La Ballona hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Cañas 2","1.36855","188.754","168.908","48.8725"
"6278",2018,1103,26,"Presidio-San Pedro","Río Acaponeta 1: Desde su nacimiento, hasta la estación hidrométrica Acaponeta.","Pacífico Norte","III","Río Acaponeta 1","3.208","5091.73","1355.2","1360.54"
"6279",2018,1104,26,"Presidio-San Pedro","Río Acaponeta 2: Desde donde se localiza la estación hidrométrica Acaponeta, hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Acaponeta 2","2.253","249.942","1432.5","77.425"
"6280",2018,1105,26,"Presidio-San Pedro","Río Presidio 1: Desde su nacimiento, hasta la estación hidrométrica Siqueros.","Pacífico Norte","III","Río Presidio 1","3.764","5326.1","404.627","998.623"
"6281",2018,1106,26,"Presidio-San Pedro","Río Presidio 2: Desde donde se localiza la estación hidrométrica Siqueros, hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Presidio 2","420.069","500.599","647.43","72.64"
"6282",2018,1107,26,"Presidio-San Pedro","Río Baluarte 1: Desde el nacimiento del Río El Rosario, hasta la estación hidrométrica Baluarte II.","Pacífico Norte","III","Río Baluarte 1","3.216","4621.49","1657.97","1687.91"
"6283",2018,1108,26,"Presidio-San Pedro","Río Baluarte 2: Desde donde se localiza la estación hidrométrica Baluarte II, hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Baluarte 2","29.632","495.475","1838.73","183.672"
"6284",2018,1109,26,"Presidio-San Pedro","Laguna de Santiaguillo: Desde su nacimiento, hasta la Laguna de Santiaguillo.","Pacífico Norte","III","Laguna de Santiaguillo","13.494","2454.82","43.546","140.374"
"6285",2018,111,6,"B.C. Noroeste","San Telmo: Desde el nacimiento del Arroyo San Telmo hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","San Telmo","4.31679","1378.51","4.8304","10.1635"
"6286",2018,1110,26,"Presidio-San Pedro","La Tapona: Desde su nacimiento, hasta el punto más bajo de la cuenca.","Pacífico Norte","III","La Tapona","15.889","2761.87","135.379","137.979"
"6287",2018,1111,26,"Presidio-San Pedro","Río La Sauceda: Desde su nacimiento, hasta la presa Peña del Águila.","Pacífico Norte","III","Río La Sauceda","32.367","2488.76","0.227","137.923"
"6288",2018,1112,26,"Presidio-San Pedro","Río El Tunal: Desde su nacimiento, hasta la presa Guadalupe Victoria.","Pacífico Norte","III","Río El Tunal","33.866","1818.94","0.147","138.729"
"6289",2018,1113,26,"Presidio-San Pedro","Río Santiago Bayacora: Desde su nacimiento, hasta su confluencia con el Río Durango.","Pacífico Norte","III","Río Santiago Bayacora","32.036","1080.82","0.068","87.854"
"6290",2018,1114,26,"Presidio-San Pedro","Río Durango: Desde las presas Peña del Águila y Guadalupe Victoria, y su confluencia del Río Santiago Bayacora, hasta su confluencia con el Río Poanas.","Pacífico Norte","III","Río Durango","129.777","2149.4","1.004","111.028"
"6291",2018,1115,26,"Presidio-San Pedro","Río Poanas: Desde su nacimiento, hasta la Presa Francisco Villa.","Pacífico Norte","III","Río Poanas","50.104","1495.01","0.034","63.249"
"6292",2018,1116,26,"Presidio-San Pedro","Río Suchil: Desde su nacimiento, hasta la estación hidrométrica Vicente Guerrero.","Pacífico Norte","III","Río Suchil","15.247","1800.71","0.123","36.246"
"6293",2018,1117,26,"Presidio-San Pedro","Río Graseros: Desde su nacimiento, hasta su confluencia con el Río Suchil.","Pacífico Norte","III","Río Graseros","2.618","598.965","0.06","12.881"
"6294",2018,1118,26,"Presidio-San Pedro","Río San Pedro-Mezquital: Desde la confluencia de los ríos Durango, Poanas, Graseros y Suchil, la estación hidrométrica Vicente Guerrero y la Presa Francisco Villa, hasta la estación hidrométrica San Pedro.","Pacífico Norte","III","Río San Pedro-Mezquital","2331.09","11629","14.605","2233.56"
"6295",2018,1119,26,"Presidio-San Pedro","Río San Pedro-Desembocadura: Desde donde se localiza la estación hidrométrica San Pedro, hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río San Pedro-Desembocadura","2355.63","808.179","343.549","269.47"
"6296",2018,112,6,"B.C. Noroeste","Santo Domingo: Desde el nacimiento del Arroyo Santo Domingo hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","Santo Domingo","3.83046","1268.13","4.60576","9.37358"
"6297",2018,1120,26,"Presidio-San Pedro","Río Rosa Morada 1: Desde su nacimiento, hasta la estación hidrométrica Rosa Morada.","Pacífico Norte","III","Río Rosa Morada 1","0.404369","228.865","75.7453","80.3695"
"6298",2018,1121,26,"Presidio-San Pedro","Río Rosa Morada 2: Desde donde se localiza la estación hidrométrica Rosa Morada, hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Rosa Morada 2","7.60531","195.724","136.515","64.1552"
"6299",2018,1122,26,"Presidio-San Pedro","Río Bejuco 1: Desde su nacimiento, hasta la estación hidrométrica Bejuco.","Pacífico Norte","III","Río Bejuco 1","0.786402","339.003","141.235","147.954"
"6300",2018,1123,26,"Presidio-San Pedro","Río Bejuco 2: Desde donde se localiza la estación hidrométrica Bejuco, hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Bejuco 2","8.02532","132.875","191.048","51.9054"
"6301",2018,1124,26,"Presidio-San Pedro",NA,"Pacífico Norte","III","Grupo de corrientes Mazatlán","0","293.431","18.3495","18.3495"
"6302",2018,1125,26,"Presidio-San Pedro",NA,"Pacífico Norte","III","Grupo de corrientes Huizache","0.012275","652.171","49.4545","49.4668"
"6303",2018,1126,26,"Presidio-San Pedro",NA,"Pacífico Norte","III","Grupo de corrientes Marismas Nacionales","104.977","3593.97","503.044","505.226"
"6304",2018,113,6,"B.C. Noroeste","San Quintín: Desde el nacimiento del Arroyo Agua Chiquita hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","San Quintín","0.380004","930.057","6.26132","7.37925"
"6305",2018,114,6,"B.C. Noroeste","San Simón: Desde el nacimiento del Arroyo San Simón hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","San Simón","0.176678","1697.77","9.90335","11.2"
"6306",2018,115,6,"B.C. Noroeste","El Socorro: Desde el nacimiento del Arroyo El Socorro hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","El Socorro","0.002103","785.625","5.28245","5.87173"
"6307",2018,116,6,"B.C. Noroeste","El Rosario: Desde el nacimiento del Arroyo El Rosario hasta su desembocadura al Oceáno Pacífico.","Península de Baja California","I","El Rosario","1.44075","2735.49","24.244","28.5386"
"6308",2018,1201,20,"Lerma-Santiago","Río Lerma 1: Desde su nacimiento, hasta la presa José A. Alzate.","Lerma Santiago Pacífico","VIII","Río Lerma 1","72.8799","2058.31","-0.192778","224.348"
"6309",2018,1202,20,"Lerma-Santiago","Río La Gavia: Desde su nacimiento, hasta la presa Ignacio Ramírez.","Lerma Santiago Pacífico","VIII","Río La Gavia","31.6529","492.977","-0.0528123","102.417"
"6310",2018,1203,20,"Lerma-Santiago","Río Jaltepec: Desde su nacimiento, hasta la presa Tepetitlán.","Lerma Santiago Pacífico","VIII","Río Jaltepec","32.3689","362.945","-0.0402421","91.5635"
"6311",2018,1204,20,"Lerma-Santiago","Río Lerma 2: Desde donde se localizan las presas Alzate, Ramírez y Tepetitlán, hasta la presa Tepuxtepec.","Lerma Santiago Pacífico","VIII","Río Lerma 2","725.977","2677.41","-1.19001","391.47"
"6312",2018,1205,20,"Lerma-Santiago","Río Lerma 3: Desde donde se localiza la presa Tepuxtepec, hasta la presa Solís.","Lerma Santiago Pacífico","VIII","Río Lerma 3","235.495","2877.87","-2.36574","479.543"
"6313",2018,1206,20,"Lerma-Santiago","Río La Laja 1: Desde su nacimiento, hasta la presa Ignacio Allende.","Lerma Santiago Pacífico","VIII","Río La Laja 1","56.2227","6934.2","-0.306388","256.025"
"6314",2018,1207,20,"Lerma-Santiago","Río Querétaro: Desde su nacimiento, hasta la EH Ameche.","Lerma Santiago Pacífico","VIII","Río Querétaro","127.543","2486.49","-0.0442083","106.572"
"6315",2018,1208,20,"Lerma-Santiago","Río La Laja 2: Desde donde se localizan la EH Ameche y la presa Ignacio Allende, hasta la EH Pericos.","Lerma Santiago Pacífico","VIII","Río La Laja 2","138.467","2570.8","-0.663761","80.6719"
"6316",2018,1209,20,"Lerma-Santiago","Laguna de Yuriria: Desde el nacimiento de pequeños escurrimientos, hasta su descarga en la Laguna de Yuriria. (Cuenca cerrada)","Lerma Santiago Pacífico","VIII","Laguna  de Yuriria","1.27144","1119.45","-0.505","187.618"
"6317",2018,1210,20,"Lerma-Santiago","Río Lerma 4: Desde donde se localizan la EH Pericos y la presa Solís, hasta la EH Salamanca.","Lerma Santiago Pacífico","VIII","Río Lerma 4","437.011","2609.45","-3.97901","101.644"
"6318",2018,1211,20,"Lerma-Santiago","Río Turbio: Desde su nacimiento, hasta la EH Las Adjuntas.","Lerma Santiago Pacífico","VIII","Río Turbio","190.299","2811.66","-3.33634","187.396"
"6319",2018,1212,20,"Lerma-Santiago","Río Angulo: Desde su nacimiento, hasta la presa Melchor Ocampo.","Lerma Santiago Pacífico","VIII","Río Angulo","76.6392","2069.22","-10.2392","356.717"
"6320",2018,1213,20,"Lerma-Santiago","Río Lerma 5: Desde donde se localizan las EH Salamanca, Las Adjuntas y la Presa Melchor Ocampo, hasta la EH Corrales.","Lerma Santiago Pacífico","VIII","Río Lerma 5","682.259","7545.97","-54.2149","276.669"
"6321",2018,1214,20,"Lerma-Santiago","Río Lerma 6: Desde donde se localiza la EH Corrales, hasta la EH Yurecuaro.","Lerma Santiago Pacífico","VIII","Río Lerma 6","296.628","2046.6","-84.1566","309.275"
"6322",2018,1215,20,"Lerma-Santiago","Río Duero: Desde su nacimento, hasta la EH Estanzuela.","Lerma Santiago Pacífico","VIII","Río Duero","256.593","2066.1","-42.2907","504.955"
"6323",2018,1216,20,"Lerma-Santiago","Río Zula: Desde su nacimiento, hasta la EH Zula.","Lerma Santiago Pacífico","VIII","Río Zula","80.3179","1982.24","-20.2491","208.32"
"6324",2018,1217,20,"Lerma-Santiago","Río Lerma 7: Desde donde se localizan las EH Yurecuaro, Estanzuela y Zula, hasta su descarga en el lago de Chapala.","Lerma Santiago Pacífico","VIII","Río Lerma 7","458.176","6392.94","-312.815","835.333"
"6325",2018,1218,20,"Lerma-Santiago","Lago de Pátzcuaro: Desde el nacimiento de pequeños escurrimientos, hasta su descarga en el Lago de Pátzcuaro. (Cuenca cerrada)","Lerma Santiago Pacífico","VIII","Lago de Pátzcuaro","27.22","919.067","-62.8205","69.58"
"6326",2018,1219,20,"Lerma-Santiago","Lago de Cuitzeo: Desde el nacimiento de pequeños escurrimientos, hasta su descarga en el Lago de Cuitzeo. (Cuenca cerrada)","Lerma Santiago Pacífico","VIII","Lago de Cuitzeo","126.825","3847.61","-32.265","485.717"
"6327",2018,1220,20,"Lerma-Santiago","Río San Pedro: Desde su nacimiento, hasta la EC San Francisco de los Romo","Lerma Santiago Pacífico","VIII","Río San Pedro","75.0312","2675.3","0.158667","61.1477"
"6328",2018,1221,20,"Lerma-Santiago","Presa Calles: Desde el nacimiento del Río Santiago, hasta la Presa Plutarco Elías Calles","Lerma Santiago Pacífico","VIII","Presa Calles","3.79877","592.287","0.0828836","83.6571"
"6329",2018,1222,20,"Lerma-Santiago","Presa El Niágara: Desde donde se localizan la EC San Francisco de los Romo y la Presa Plutarco Elías Calles, hasta la Presa El Niágara","Lerma Santiago Pacífico","VIII","Presa El Niágara","55.1263","2342.92","0.352643","55.7537"
"6330",2018,1223,20,"Lerma-Santiago","Presa El Cuarenta: Desde el nacimiento del Río de Lagos, hasta la Presa El Cuarenta","Lerma Santiago Pacífico","VIII","Presa El Cuarenta","25.9669","2308.77","0.224152","59.8218"
"6331",2018,1224,20,"Lerma-Santiago","Río de Lagos: Desde donde se localiza la Presa El Cuarenta, hasta la confluencia del Río de Lagos con el Río Verde","Lerma Santiago Pacífico","VIII","Río de Lagos","47.1405","2741.54","1.14219","136.402"
"6332",2018,1225,20,"Lerma-Santiago","Presa Ajojucar: Desde donde se localiza la Presa El Niágara, hasta la Presa Ajojucar","Lerma Santiago Pacífico","VIII","Presa Ajojucar","15.1274","794.444","0.719445","49.333"
"6333",2018,1226,20,"Lerma-Santiago","Río Grande: Desde su nacimiento, hasta la Presa Agostadero","Lerma Santiago Pacífico","VIII","Río Grande","1.39015","577.255","0.180472","23.6028"
"6334",2018,1227,20,"Lerma-Santiago","Río Encarnación: Desde su nacimiento, hasta su confluencia con el Río Verde","Lerma Santiago Pacífico","VIII","Río Encarnación","27.9704","2652.23","0.628823","110.492"
"6335",2018,1228,20,"Lerma-Santiago","Río Aguascalientes: Desde donde se localizan las Presas Ajojucar y Agostadero, y la confluencia del Río Encarnación con el Río Verde, hasta la EH Paso del Sabino","Lerma Santiago Pacífico","VIII","Río Aguascalientes","15.5299","660.788","1.88564","38.438"
"6336",2018,1229,20,"Lerma-Santiago","Río San Miguel: Desde su nacimiento, hasta su confluencia con el Río Verde","Lerma Santiago Pacífico","VIII","Río San Miguel","4.20941","1105.29","0.749328","80.5332"
